ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600683.SH,20260327,10.33,4.9685,11.2364,0.67,,,,5.4018,9.0543,,,74077.7597,74077.7597,32755.457,765223.2577,765223.2577
603859.SH,20260327,37.2,1.0997,1.5014,0.48,47.4759,38.0571,2.984,6.029,5.827,0.0537,0.0537,24469.7701,24469.7701,17923.4341,910275.4477,910275.4477
000728.SZ,20260327,7.58,0.5143,0.8765,0.71,14.7379,12.2999,0.8892,4.215,4.2603,3.1662,2.3747,436377.7891,436377.7891,256053.2416,3307743.6414,3307743.6414
603375.SH,20260327,35.25,1.3321,2.1872,0.52,154.8873,153.3535,2.2448,7.0379,7.0056,0.2837,0.2837,10066.6667,6378.0929,3884.346,354850.0012,224827.7747
920642.BJ,20260327,11.89,1.1459,2.1186,0.51,,,5.6015,7.3982,13.6882,0.4175,0.4175,10367.0278,9995.6878,5406.5158,123263.9605,118848.7279
688244.SH,20260327,18.63,0.867,2.0029,0.46,331.566,,2.8806,7.8928,9.5014,0.1805,0.1805,15096.1519,15096.1519,6534.4549,281241.3099,281241.3099
002738.SZ,20260327,73.02,7.2937,8.5455,1.22,69.5972,126.8126,4.3853,9.8219,7.967,0.6847,0.6847,72149.1877,71104.1693,60688.3863,5268333.6859,5192026.4423
688009.SH,20260327,5.61,0.3492,1.5002,0.63,16.1156,16.1156,1.2549,1.7194,1.7194,3.0303,3.0303,1058981.9,862101.8,200680.2,5940888.459,4836391.098
000420.SZ,20260327,4.83,5.416,6.8139,0.65,428.55,,2.6851,3.0582,2.3267,,,245886.8343,245803.1143,195374.9724,1187633.4097,1187229.0421
920553.BJ,20260327,8.71,0.8752,1.4079,0.75,81.3585,52.0868,3.511,2.8385,2.7226,0.9185,0.9185,14369.046,9186.5218,5710.328,125154.3907,80014.6049
688690.SH,20260327,24.67,0.7837,1.3456,0.74,120.2524,73.2459,5.2238,12.7318,10.7735,0.2534,0.2534,40381.4765,40381.4765,23519.5328,996211.0253,996211.0253
603284.SH,20260327,45.16,6.4262,6.4262,0.57,22.2806,24.6645,1.6373,1.3705,1.3422,,,7541.48,1847.3403,1847.3403,340573.2368,83425.8879
300995.SZ,20260327,33.41,2.2406,3.9644,0.79,143.2063,143.2063,4.436,7.4974,7.4974,0.6723,0.6723,8414.686,6004.0479,3393.4439,281134.6593,200595.2403
688533.SH,20260327,25.66,0.5499,1.9904,0.54,18.0019,22.9932,2.5009,1.5251,1.4006,1.731,1.731,16498.7041,16498.7041,4558.7053,423356.7472,423356.7472
301158.SZ,20260327,25.18,3.8614,7.0599,0.59,38.1711,28.869,2.7618,5.6747,5.3081,1.2912,1.2912,15037.051,14652.0431,8013.8221,378632.9442,368938.4453
601118.SH,20260327,6.84,1.1732,3.2914,0.74,283.1179,101.3838,3.0193,0.5893,0.577,0.1594,0.1594,427942.7797,427942.7797,152541.5773,2927128.6131,2927128.6131
603285.SH,20260327,31.08,4.5657,4.5657,0.89,31.5397,36.9297,2.9659,7.3924,7.972,0.6435,0.6435,16000.0,6229.678,6229.678,497280.0,193618.3922
600962.SH,20260327,19.75,0.9459,1.7063,0.81,177.0252,90.979,5.4928,2.6062,2.2723,,,26221.0,26221.0,14535.4531,517864.75,517864.75
601985.SH,20260327,9.16,0.8924,2.1958,0.58,21.4647,24.0119,1.6359,2.4382,2.2998,1.7461,1.964,2056800.2074,1888328.4867,767402.1658,18840289.8998,17297088.9382
600642.SH,20260327,9.21,0.5759,1.6578,0.8,11.4277,11.3301,1.2272,1.5218,1.5996,4.886,4.886,489407.9376,489381.3156,170006.852,4507447.1053,4507201.9167
600295.SH,20260327,14.8,0.2731,1.1838,0.56,22.4273,22.6064,1.9718,1.4583,1.5669,4.0541,4.0541,279877.6254,197557.6254,45577.9458,4142188.8559,2923852.8559
600444.SH,20260327,17.1,1.4499,2.6203,0.7,62.3471,42.7888,3.3249,3.2682,2.7857,0.6433,0.6433,14642.1932,14642.1932,8101.736,250381.5037,250381.5037
605100.SH,20260327,40.95,1.4889,3.293,1.08,95.0073,206.3237,3.9576,7.6294,9.3701,0.7343,0.7343,17073.0,16993.2,7683.2,699139.35,695871.54
301399.SZ,20260327,22.48,17.2646,20.4106,1.03,69.9826,105.787,3.1721,7.9205,8.5082,0.9204,0.9204,18502.0,5468.3586,4625.5,415924.96,122928.7013
600606.SH,20260327,1.52,0.3783,1.3637,0.57,,,0.3729,0.0888,0.1025,,,1405421.8314,1405421.8314,389885.2311,2136241.1837,2136241.1837
300320.SZ,20260327,10.09,2.2409,2.7089,0.96,37.5088,28.6373,2.4592,1.8348,1.6748,0.3964,0.3964,60123.4191,48578.775,40187.1683,606645.2987,490159.8398
003036.SZ,20260327,24.64,8.1839,26.0719,1.07,60.0412,106.6493,3.8527,3.2137,3.6548,0.5027,0.5027,21627.0957,21626.5407,6788.5407,532891.638,532877.9628
301233.SZ,20260327,50.7,2.1618,2.971,0.77,29.9935,29.9538,2.7021,6.4521,5.9115,1.0034,1.0034,5147.0,2818.0625,2050.4625,260952.9,142875.7688
300313.SZ,20260327,7.48,0.9866,2.047,0.65,,,52.1474,13.0343,19.9744,,,23977.8994,19735.2789,9511.5479,179354.6875,147619.8862
605118.SH,20260327,39.0,0.3327,2.5367,0.59,91.495,58.2139,10.7662,25.854,20.4976,1.5617,1.5617,41132.8,40711.6,5340.1,1604179.2,1587752.4
300890.SZ,20260327,31.54,8.4104,8.7869,1.11,75.8312,287.0026,1.8288,2.7067,2.5499,,,11914.3568,10884.3433,10417.9954,375778.8135,343292.1877
002436.SZ,20260327,20.7,2.3294,2.411,0.61,,,6.5247,6.048,5.1446,0.1439,0.1439,169967.3563,151049.7256,145935.4518,3518324.2754,3126729.3199
301290.SZ,20260327,26.26,1.3704,1.3707,0.55,27.0009,,1.2337,6.0408,6.5245,2.2508,2.2508,10017.3334,6816.34,6814.76,263055.1751,178997.0884
002173.SZ,20260327,25.1,5.6105,6.9924,0.68,,,6.2194,13.5735,13.7917,,,44128.4352,42086.5031,33769.1709,1107623.7235,1056371.2278
300936.SZ,20260327,56.5,9.711,14.7413,0.64,134.2934,,4.2498,15.429,18.3194,0.177,0.177,7520.0,4746.0275,3126.4975,424880.0,268150.5538
002268.SZ,20260327,16.85,1.0332,1.6267,0.67,90.0975,90.1333,2.6475,5.7752,6.3841,0.3561,0.3561,84563.6083,84529.7908,53689.6893,1424896.7999,1424326.975
688507.SH,20260327,86.07,1.8918,1.8918,0.51,185.037,238.3979,2.6855,20.2464,16.4651,0.43,0.43,8910.8784,4923.573,4923.573,766959.3039,423771.9281
001316.SZ,20260327,47.85,3.637,11.6821,1.33,62.2231,40.9515,4.4072,6.0573,5.5421,1.2723,1.2723,11511.542,11129.1635,3464.8215,550827.2847,532530.4735
603838.SH,20260327,8.34,0.2222,0.6115,0.5,,,2.8518,9.3575,7.624,,,32001.6,32001.6,11627.0468,266893.344,266893.344
002519.SZ,20260327,8.27,11.4133,17.2759,1.46,,,4.0545,17.6156,193.3967,,,112643.0898,111878.5461,73912.7871,931558.3526,925235.5762
603529.SH,20260327,32.32,3.0641,10.1964,0.79,14.1103,11.9782,2.9514,1.2982,1.1116,3.7627,3.7627,86789.2982,84756.0458,25469.4758,2805030.1178,2739315.4003
000900.SZ,20260327,4.14,1.4278,2.6715,0.95,18.4375,17.0732,0.5643,0.8238,0.8888,3.6232,3.6232,151782.8334,151776.0834,81118.1949,628380.9303,628352.9853
600958.SH,20260327,9.11,0.4186,0.6536,0.67,23.1044,15.0052,0.9935,4.0336,4.3439,2.3952,2.3952,849664.5292,746948.2864,478386.8038,7740443.861,6804698.8891
601156.SH,20260327,17.25,0.7652,1.201,0.79,10.1897,10.4462,1.4377,1.1384,1.1589,1.6696,1.6696,158755.5556,94459.5556,60182.9277,2738533.3341,1629427.3341
600770.SH,20260327,5.59,1.4594,2.6128,0.8,240.5018,148.7066,2.1194,20.8881,17.3037,,,130000.0,130000.0,72615.9262,726700.0,726700.0
600097.SH,20260327,11.17,1.7021,2.9768,0.79,43.9814,25.5511,1.1604,1.1623,1.1775,0.7162,0.7162,24093.6559,24093.6559,13776.0021,269126.1364,269126.1364
688089.SH,20260327,18.24,0.6625,1.2316,0.59,24.7153,19.5914,1.8639,5.5255,5.3401,1.0965,1.0965,16830.912,16830.912,9052.9578,306995.8349,306995.8349
603813.SH,20260327,28.06,1.201,3.4261,1.72,,,5.4021,9.887,7.1569,,,10501.5,10501.5,3681.2,294672.09,294672.09
300174.SZ,20260327,16.69,2.8889,3.741,1.2,21.3699,24.8098,1.7748,3.2282,3.2087,1.3673,1.3704,36421.036,36219.4559,27969.9003,607867.0908,604502.719
688007.SH,20260327,13.66,1.1428,1.7235,0.81,224.603,,2.5577,2.5959,3.6728,0.1819,0.1819,45961.5635,45961.5635,30476.8393,627834.9574,627834.9574
002127.SZ,20260327,2.8,1.0794,1.2136,0.71,,,1.6477,2.0467,2.336,1.4286,1.4286,245487.0403,199473.2997,177408.6246,687363.7128,558525.2392
603333.SH,20260327,7.84,1.1744,2.1476,0.52,,,2.3855,3.4564,3.4564,0.124,0.124,62152.7586,62152.7586,33988.518,487277.6274,487277.6274
600821.SH,20260327,10.08,22.3992,29.6001,0.72,25.0803,32.598,2.126,5.5735,5.5565,1.9544,1.9544,199726.3453,199726.3453,151138.0081,2013241.5606,2013241.5606
600653.SH,20260327,1.83,0.9666,1.3152,0.54,92.2796,615.924,4.8727,0.8494,0.8252,,,194638.0317,194638.0317,143048.5612,356187.598,356187.598
002344.SZ,20260327,4.45,0.6396,1.3606,0.55,64.2463,74.6605,0.6806,5.5021,5.5087,0.8539,0.8539,128261.696,128145.0092,60233.0025,570764.5472,570245.2909
301162.SZ,20260327,69.06,1.3112,1.4999,0.43,97.8351,79.0649,5.9877,16.655,13.3746,0.8473,0.8473,13258.3724,8522.5548,7450.1284,915623.1979,588567.6345
920077.BJ,20260327,17.75,2.2044,2.9358,0.53,111.1249,54.475,3.9488,6.5064,4.1124,,,58768.1817,31695.6817,23799.8707,1043135.2252,562598.3502
300283.SZ,20260327,7.62,3.7515,4.3686,0.74,,,3.3063,1.2081,1.0414,,,49697.8222,36721.8502,31534.9848,378697.4052,279820.4985
688156.SH,20260327,20.19,2.3759,3.2861,0.75,,,2.6672,7.3245,5.3133,,,10071.4157,10071.4157,7281.6427,203341.883,203341.883
001369.SZ,20260327,16.58,18.9773,18.9773,0.91,36.4753,35.927,2.7966,5.455,5.3481,,,114700.0,20102.9388,20102.9388,1901726.0,333306.7253
002105.SZ,20260327,6.46,1.9934,3.9559,0.69,,,2.8326,1.9861,1.9127,,,36624.195,36447.0975,18366.4128,236592.2997,235448.2499
601728.SH,20260327,5.7,0.1405,0.7594,0.64,15.7178,15.7178,1.1319,0.9955,0.9955,4.8053,4.8053,9150713.8699,7762972.8699,1435912.6872,52159069.0584,44248945.3584
002461.SZ,20260327,9.61,0.4375,2.7583,0.8,26.2505,23.56,1.9274,3.7114,3.6188,1.769,1.769,221332.848,221332.848,35105.8036,2127008.6693,2127008.6693
300501.SZ,20260327,17.83,19.8501,19.8501,1.66,,,2.464,3.1233,3.1233,2.534,2.534,19353.8106,10072.4349,10072.4349,345078.443,179591.5143
002253.SZ,20260327,11.82,3.2599,4.0178,1.02,,,2.5055,16.1303,23.1105,,,22562.6095,20830.4044,16901.0873,266690.0443,246215.38
002360.SZ,20260327,6.57,4.1285,4.3972,0.54,,,1.3202,4.8475,5.7504,,,40177.4248,32752.223,30750.7855,263965.6809,215182.1051
300949.SZ,20260327,39.35,3.8129,7.6912,1.04,,,3.5694,5.7219,6.1748,,,6000.0,3430.1063,1700.475,236100.0,134974.6829
301046.SZ,20260327,25.78,2.6509,4.5702,0.57,82.7343,177.0033,3.7426,3.9615,3.5556,1.051,1.051,16861.753,12881.528,7471.718,434695.9923,332085.7918
603988.SH,20260327,24.32,1.0085,2.1353,0.54,,134.5642,8.5221,8.585,7.9991,0.1645,0.1645,23520.0,23520.0,11108.0624,572006.4,572006.4
688578.SH,20260327,96.8,1.3326,2.5909,1.45,30.4648,19.9698,6.1566,12.2431,8.4228,0.8264,0.8264,45000.0,45000.0,23145.536,4356000.0,4356000.0
001391.SZ,20260327,5.32,1.0701,1.1656,0.74,33.2528,24.1937,2.4891,3.1554,2.825,1.2218,1.2218,1220888.1225,151935.402,139485.5573,6495124.8117,808296.3386
300998.SZ,20260327,22.43,1.6657,2.5851,0.62,,,2.4409,3.1724,2.4802,,,13716.923,10768.058,6938.333,307670.5829,241527.5409
001218.SZ,20260327,24.53,1.544,1.9334,0.67,29.2646,23.8809,1.4038,0.8751,0.7014,2.0791,2.0791,13017.826,9290.717,7419.617,319327.2718,227901.288
603619.SH,20260327,35.22,6.5445,8.1513,0.85,22.4347,31.8842,3.8251,3.9382,4.0025,1.4074,1.4074,46233.8461,46233.8461,37119.9388,1628356.0596,1628356.0596
002439.SZ,20260327,13.03,1.4867,1.6366,0.71,,,1.4101,4.7613,6.2222,,,121140.0205,72534.2936,65892.8165,1578454.4671,945121.8456
603037.SH,20260327,13.35,2.2405,3.3931,0.57,39.4207,40.8423,3.6865,4.7608,4.5829,1.8808,1.8808,26691.8168,26614.2008,17573.9835,356335.7543,355299.5807
300078.SZ,20260327,4.0,1.5112,1.8202,0.59,,,7.7394,6.4732,6.1251,,,111787.223,111336.7148,92437.6966,447148.892,445346.8592
002946.SZ,20260327,18.04,0.7591,3.4008,0.75,21.236,21.236,4.0864,1.3822,1.3822,1.5798,1.7738,86067.7197,85070.8984,18988.4503,1552661.6634,1534679.0071
001267.SZ,20260327,38.94,5.4826,8.6256,0.52,468.2033,336.8635,19.2696,52.0831,23.2484,0.1282,0.1282,78516.4678,60615.9288,38529.0148,3057431.2561,2360384.2675
300465.SZ,20260327,15.09,2.1661,2.9828,0.95,233.3499,233.3499,9.8251,6.4986,6.4986,,,44374.9357,44374.9357,32225.3701,669617.7797,669617.7797
600689.SH,20260327,13.02,1.3795,2.0988,0.5,141.8355,150.717,5.5258,2.1755,1.9448,0.1152,0.1152,20099.1343,15220.4143,10004.52,261690.7286,198169.7942
301550.SZ,20260327,153.01,6.0096,8.5951,1.53,186.2152,183.3441,19.6281,45.7008,44.3066,0.2145,0.2145,23127.5,14107.957,9864.1854,3538738.775,2158658.5006
603615.SH,20260327,18.76,2.332,4.9851,0.77,,,3.9644,8.1003,4.3906,,,24182.0,24182.0,11312.2638,453654.32,453654.32
300346.SZ,20260327,46.37,3.3903,3.8928,1.01,118.2717,104.682,9.3128,13.6269,12.963,0.5679,0.5679,69115.6903,65655.1079,57179.8121,3204894.5592,3044427.3533
600633.SH,20260327,12.26,1.3199,2.5781,0.52,30.3923,27.1986,1.524,5.0203,5.0483,1.9576,1.9576,126807.4472,126807.4472,64920.0636,1554659.3027,1554659.3027
003038.SZ,20260327,14.42,2.3183,2.7995,0.63,20.8716,90.2196,1.1709,0.4099,0.4102,1.3577,,24369.5765,16322.6585,13517.2007,351409.2931,235372.7356
301301.SZ,20260327,11.26,4.506,4.506,1.47,17.9321,26.8335,3.1682,4.3608,5.2998,2.3947,2.3947,223008.5,61778.2357,61778.2357,2511075.71,695622.934
688292.SH,20260327,23.66,1.917,3.372,0.87,103.7242,,3.6935,8.471,9.7443,0.5017,0.5017,15834.8768,15834.8768,9002.253,374653.1851,374653.1851
603912.SH,20260327,9.2,5.0734,8.8864,0.58,,,2.8635,6.7495,6.7495,0.8695,0.8695,54184.5333,54184.5333,30934.974,498497.7064,498497.7064
688276.SH,20260327,17.91,0.5112,1.5354,1.19,31.9207,,1.9286,6.0277,12.5186,0.9436,0.9436,41365.7598,41365.7598,13772.0919,740860.758,740860.758
002901.SZ,20260327,43.05,0.4345,1.7118,0.95,49.9534,32.9106,5.3419,8.3461,7.1795,1.1407,1.1407,41401.9506,28847.6398,7322.1954,1782353.9733,1241890.8934
002544.SZ,20260327,25.42,1.2099,1.8761,0.56,1545.6778,1647.8548,4.63,3.4789,3.6768,0.0327,0.0327,68053.389,68046.9046,43885.9203,1729917.1484,1729752.3149
603330.SH,20260327,6.78,1.2119,1.8689,0.7,,,1.922,2.2246,2.9152,,,43267.3649,43267.3649,28057.7148,293352.734,293352.734
601375.SH,20260327,4.04,0.9058,1.1898,0.73,76.2963,39.7289,1.3129,11.0995,10.2109,0.6188,0.6188,464288.47,344751.97,262453.5853,1875725.4188,1392797.9588
301575.SZ,20260327,45.27,1.9545,1.9545,0.6,33.2647,30.6391,2.8578,3.7373,3.5366,,,8667.0,1740.8536,1740.8536,392355.09,78808.4425
688082.SH,20260327,142.99,0.6719,2.6139,1.1,49.185,49.185,5.0973,10.1175,10.1175,0.4198,0.4198,48016.4789,47498.1136,12209.0476,6865876.3179,6791755.2637
920015.BJ,20260327,38.68,2.0149,2.0149,0.5,24.8587,26.9268,3.1273,4.2306,5.0797,,,13556.6667,3774.5313,3774.5313,524371.868,145998.8707
002462.SZ,20260327,14.32,1.0347,1.447,0.74,37.5049,37.5049,0.9599,0.2139,0.2139,1.1872,1.1872,29170.712,29147.0419,20841.3183,417724.5958,417385.64
603659.SH,20260327,34.3,5.5235,11.8226,1.09,31.0627,31.0627,3.5862,4.6641,4.6641,0.4882,0.4882,213639.9076,213639.9076,99812.9224,7327848.8307,7327848.8307
300499.SZ,20260327,35.8,10.781,11.2298,0.74,,6996.1178,7.894,15.8086,11.9122,,,30524.8564,27140.3636,26055.711,1092789.8591,971625.0169
688026.SH,20260327,16.4,1.319,2.3692,0.77,31.8879,47.7461,2.1194,4.1205,4.0717,0.4365,0.4365,14036.4345,14031.9523,7812.1167,230197.5258,230124.0177
301181.SZ,20260327,37.98,1.5879,3.7311,0.34,36.0864,35.6014,3.0631,8.5423,7.9577,1.8431,1.8431,11554.0973,9018.1223,3837.9473,438824.6155,342508.285
920679.BJ,20260327,17.43,0.656,1.3821,0.61,42.0755,50.0208,1.9323,7.0942,8.6796,2.0654,2.0654,5585.0,3717.5,1764.4,97346.55,64796.025
300943.SZ,20260327,27.95,6.3307,7.6778,0.83,105.6045,103.5054,5.7532,11.1725,11.2226,0.4293,0.4293,20382.0,13434.0287,11076.9101,569676.9,375481.1022
688179.SH,20260327,17.3,2.3058,4.2116,0.98,58.4119,55.7649,5.7557,10.8121,8.4037,0.9571,0.8806,33346.0381,33346.0381,18256.9348,576886.4591,576886.4591
300858.SZ,20260327,18.19,7.8133,9.5367,4.91,50.7967,48.2205,2.6245,15.8292,13.637,0.8246,0.8246,26349.5118,19574.0152,16036.7008,479297.6196,356051.3365
002605.SZ,20260327,20.52,1.21,1.9389,0.63,15.8999,16.9681,2.3281,2.6197,3.3088,2.429,2.429,41765.1347,33724.7944,21046.9965,857020.564,692032.7811
300887.SZ,20260327,9.97,3.1894,4.9338,0.51,,,1.8959,3.5299,4.0294,,,54573.7213,36219.722,23413.4707,544100.0014,361110.6283
600076.SH,20260327,3.69,2.4942,4.0995,0.97,,,1.3017,8.2389,12.8459,,,134454.3367,134454.3367,81805.5082,496136.5024,496136.5024
300277.SZ,20260327,19.24,4.7227,5.4473,0.92,3085.1431,3290.6084,2.543,127.9476,131.5088,0.023,0.023,151660.4765,76555.4366,66372.7766,2917947.5679,1472926.6002
002204.SZ,20260327,6.59,0.9069,2.0346,0.58,25.5641,21.633,1.6251,0.8913,0.8211,0.7511,0.7511,193137.0032,193137.0032,86084.3077,1272772.8511,1272772.8511
300366.SZ,20260327,5.74,1.2235,1.2945,0.59,,,2.128,2.4812,2.3828,,,60757.615,53050.249,50139.3514,348748.7101,304508.4293
601390.SH,20260327,5.41,0.6826,1.5497,0.56,4.7891,5.3836,0.4261,0.1154,0.12,4.8141,4.8141,2468622.1929,2047883.1929,902010.6039,13355246.0636,11079048.0736
603225.SH,20260327,16.88,1.3137,2.8865,0.67,25.7308,23.1392,1.4145,0.4221,0.4078,1.1882,1.1882,167749.378,166854.568,75936.966,2831609.5006,2816505.1078
300551.SZ,20260327,14.48,2.5485,3.1414,0.35,,,11.2497,16.535,25.8943,,,34006.2839,33907.2858,27507.9321,492410.9909,490977.4984
000890.SZ,20260327,13.48,15.7704,26.4576,0.8,,,,18.1091,22.8509,,,41950.3968,41949.1046,25004.2336,565491.3489,565473.93
920433.BJ,20260327,5.15,0.5087,0.9022,0.56,125.0878,,3.4627,6.3533,9.8797,1.165,1.165,25591.9681,16931.6396,9546.1689,131798.6357,87197.9439
003015.SZ,20260327,14.49,2.0131,2.3224,0.57,38.956,38.956,3.5955,6.1026,6.1026,1.3565,1.3565,28106.6667,24732.525,21437.9727,407265.6005,358374.2873
600519.SH,20260327,1416.02,0.2403,0.554,1.0,20.5645,19.6967,7.8092,10.3759,9.9298,3.6471,3.6471,125227.0215,125227.0215,54313.7592,177323966.9844,177323966.9844
300296.SZ,20260327,7.45,4.6403,4.9534,0.56,,,2.5036,2.8259,2.8918,1.3407,1.3407,271197.7222,227418.525,213043.375,2020423.0304,1694268.0113
601567.SH,20260327,28.3,1.3863,2.9153,0.7,17.6,20.1696,3.3871,2.7237,2.6083,4.8389,4.8389,140520.94,140520.94,66821.8017,3976742.602,3976742.602
605336.SH,20260327,15.65,1.7455,5.4621,0.69,47.6016,149.7284,1.5354,6.6826,9.3784,2.0767,2.0767,18341.245,18341.245,5861.245,287040.4843,287040.4843
002445.SZ,20260327,4.44,19.6617,31.2463,1.29,183.7657,101.4162,4.658,11.4553,8.9305,,,237660.7531,236638.0973,148904.3511,1055213.7438,1050673.152
002397.SZ,20260327,3.9,1.5105,2.296,0.6,109.8605,92.6394,2.4445,1.7029,1.7992,,,74778.1443,64786.2094,42619.8257,291634.7628,252666.2167
688496.SH,20260327,6.2,3.3917,7.2316,0.8,,,2.9948,3.7033,4.1464,,,45000.0,23794.56,11160.0,279000.0,147526.272
300083.SZ,20260327,7.75,2.8128,2.9742,1.37,54.3758,33.6365,2.3773,2.8017,2.5027,,,166486.2589,149303.5214,141204.9994,1290268.5065,1157102.2909
300854.SZ,20260327,28.27,9.0951,14.49,0.99,216.032,,2.9535,4.3808,4.6484,0.4286,0.4286,10006.875,8134.0875,5105.64,282894.3563,229950.6536
600560.SH,20260327,14.43,0.9573,1.7445,0.75,62.5387,62.5387,3.2902,4.0739,4.0739,0.492,0.492,22364.55,22364.55,12271.9776,322720.4565,322720.4565
301180.SZ,20260327,20.3,7.847,17.9661,0.76,,,6.1608,7.4665,6.0837,,,40001.0,16413.8002,7169.0002,812020.3,333200.1441
000903.SZ,20260327,2.6,2.0733,3.1346,1.23,,,3.784,1.0632,1.1317,,,193484.441,192026.1648,127011.9255,503059.5466,499268.0285
301235.SZ,20260327,48.95,6.9208,9.3426,0.69,78.9655,48.6995,2.901,3.0891,2.5614,0.0981,0.0981,10777.6822,7274.508,5388.8422,527567.5437,356087.1666
002547.SZ,20260327,3.39,2.2142,3.0237,0.85,,,,1.7328,1.747,,,112805.7168,110480.7166,80903.2173,382411.38,374529.6293
601965.SH,20260327,17.5,0.5173,1.3826,0.69,19.3368,16.5581,2.2407,3.7375,3.5336,2.5144,1.9429,100305.4887,99840.5727,37357.3259,1755346.0523,1747210.0223
603729.SH,20260327,17.22,2.7255,3.8839,0.65,192.8655,,5.2604,4.7528,3.8625,0.0573,0.0573,9333.8,9333.8,6549.77,160728.036,160728.036
000995.SZ,20260327,14.37,8.9256,13.1954,0.92,92.0333,,17.2882,14.7879,17.4604,,,17740.8,17740.8,12000.1709,254935.296,254935.296
603701.SH,20260327,23.05,1.473,2.8975,0.67,130.5927,141.8078,7.505,8.5206,6.8925,0.1735,0.1735,26136.1901,26136.1901,13287.0002,602439.1818,602439.1818
300864.SZ,20260327,20.6,0.6346,2.2392,0.56,19.4421,21.0549,2.4622,3.9018,4.0647,4.0891,4.0891,15791.0683,15791.0683,4475.4283,325296.007,325296.007
600403.SH,20260327,6.21,0.9374,6.0466,0.66,,,3.2389,3.0113,3.5619,,,239081.2402,239081.2402,37065.1791,1484694.5016,1484694.5016
601966.SH,20260327,14.04,0.4473,0.9837,0.62,11.7257,17.0114,0.893,0.9315,0.8466,1.8447,1.8447,146350.2683,146350.2683,66545.8561,2054757.7669,2054757.7669
603444.SH,20260327,371.1,2.6398,4.4702,1.48,14.9049,14.9049,4.8514,4.3088,4.3088,4.3213,4.3213,7204.1101,7204.1101,4254.2261,2673445.2581,2673445.2581
000035.SZ,20260327,7.22,2.747,4.4368,0.5,61.5817,75.0061,1.6776,3.0423,3.2287,0.4875,0.4875,238803.2769,231302.5748,143208.3202,1724159.6592,1670004.5901
600197.SH,20260327,11.95,0.4301,0.7586,0.65,19.7849,31.0666,1.4809,2.5668,3.0596,3.7657,3.7657,47317.4717,47317.4717,26824.859,565443.7868,565443.7868
603580.SH,20260327,16.53,1.1657,3.5729,0.62,,,5.1309,12.8932,9.3757,0.4961,0.4961,13067.32,13067.32,4263.22,216002.7996,216002.7996
600516.SH,20260327,5.8,1.5902,2.5783,0.73,125.5263,548.1445,1.4421,6.0306,6.9847,0.3235,0.3235,402597.0368,402597.0368,248307.6847,2335062.8134,2335062.8134
300436.SZ,20260327,103.58,8.5923,13.6411,2.1,,,43.0688,37.3691,38.2776,,,15926.7,13672.1969,8611.8908,1649687.586,1416166.1549
603557.SH,20260327,3.83,1.901,2.8267,0.62,,,30.4896,7.7405,9.7189,,,62343.6888,62343.6888,41926.6552,238776.3281,238776.3281
603861.SH,20260327,16.66,3.3089,7.2704,0.84,45.8736,40.8226,2.2604,1.8064,1.8364,0.8163,0.8163,54052.7955,52858.6478,24057.179,900519.573,880625.0723
601222.SH,20260327,6.47,1.9878,3.2784,0.82,17.7044,66.0849,0.8686,1.9769,2.5387,5.4517,1.3476,206016.9156,206016.9156,124915.7429,1332929.4439,1332929.4439
920471.BJ,20260327,12.84,5.0664,8.4428,1.28,,,2.117,1.9798,2.5299,0.7668,0.7668,8320.0,5303.0607,3182.2643,106828.8,68091.2994
301596.SZ,20260327,64.94,1.0554,1.2544,0.52,49.6692,46.9299,5.9031,8.1369,7.6649,1.2319,1.2319,7716.53,3131.6613,2634.795,501111.4582,203370.0848
600261.SH,20260327,3.71,1.4574,2.7322,0.69,24.3969,27.5274,1.4271,1.5595,1.828,3.7736,3.7736,133505.2966,133505.2966,71216.9134,495304.6504,495304.6504
688182.SH,20260327,27.03,0.8474,2.8617,0.75,187.0772,90.0083,4.8651,26.3132,14.9392,0.2775,0.4162,40000.0,40000.0,11844.47,1081200.0,1081200.0
603315.SH,20260327,14.09,1.1647,2.6359,0.5,51.5611,95.3187,2.6577,3.6483,3.8225,0.5892,0.5892,32036.6264,32036.6264,14155.1485,451396.066,451396.066
688299.SH,20260327,17.46,2.0844,2.5825,0.69,,,2.5828,3.7549,4.6494,,,28739.2894,28739.2894,23195.5586,501787.9929,501787.9929
300975.SZ,20260327,18.2,8.8796,11.4493,0.63,176.6062,78.7945,5.4893,1.9102,1.5486,0.0656,0.0656,68700.5604,49207.3289,38163.2389,1250350.1993,895573.386
300941.SZ,20260327,20.08,2.1316,2.5484,0.6,73.9365,96.4326,3.2241,19.6378,17.854,0.6269,0.6269,20475.0,10628.8099,8890.334,411138.0,213426.5028
920896.BJ,20260327,16.55,0.9757,1.684,0.52,47.3604,27.0402,3.7587,4.816,3.7502,1.8127,1.8127,10122.424,4430.2685,2566.7251,167526.1172,73320.9437
600426.SH,20260327,36.31,1.2674,1.8675,0.89,19.7543,23.8854,2.3963,2.2525,2.3649,1.5121,1.5121,212318.6662,211945.6552,143839.5178,7709290.7697,7695746.7403
